ja3_int,ja3s_int,sni_len,sni_entropy,sni_is_ip,ja3_freq,sni_freq,ja3_reuse_cnt,iat_mean,iat_std,iat_cv,iat_cnt
141459,259268,19,3.471354487013928,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,259268,19,3.471354487013928,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,112783,14,3.3787834934861767,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,261034,13,3.0850551027564768,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,27,3.726204631392457,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,80980,13,3.0269868333592873,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,80980,13,3.0269868333592873,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,47351,15,3.189898095464287,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,259268,19,3.471354487013928,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,259268,19,3.471354487013928,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,220718,21,3.535174565635902,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,23,3.708132064658602,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,223223,24,4.053508854797679,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,80980,13,3.0269868333592873,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,80980,13,3.0269868333592873,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,112783,15,3.32323142879762,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,146116,12,2.8553885422075336,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
